Sales_Tran_Seq_Num,Member_Account_Seq_Num,Article_Seq_Num,Article_Desc
5532,59,8,Taco Salsa
5532,59,9,Minced Meat
5533,62,0,Banana
5533,62,22,Chicken
5533,62,24,Lettuce
5534,59,0,Banana
5534,59,5,Pineapple
5534,59,12,Pizza Kit
5534,59,13,Pizza Cheese
5534,59,22,Chicken
5534,59,24,Lettuce
5535,61,0,Banana
5535,61,1,Onion
5535,61,3,Corn
5535,61,6,Taco Spice Mix
5535,61,17,Taco Tortilla
5535,61,9,Minced Meat
5536,20,0,Banana
5536,20,5,Pineapple
5536,20,10,Ham
5536,20,12,Pizza Kit
5536,20,13,Pizza Cheese
5536,20,25,Penne
5536,20,26,Entrecote
5538,95,0,Banana
5538,95,22,Chicken
5538,95,24,Lettuce
5538,95,25,Penne
5539,15,0,Banana
5539,15,4,Olives
5539,15,10,Ham
5539,15,12,Pizza Kit
5539,15,14,Parmesan
5539,15,25,Penne
5539,15,27,Mushroom
5540,89,0,Banana
5541,45,0,Banana
5541,45,24,Lettuce
5541,45,25,Penne
5541,45,26,Entrecote
5542,86,3,Corn
5542,86,6,Taco Spice Mix
5542,86,7,Taco Shell
5542,86,8,Taco Salsa
5542,86,23,Croutons
5542,86,24,Lettuce
5542,86,25,Penne
5542,86,27,Mushroom
5543,23,0,Banana
5543,23,19,Feta
5543,23,20,Ruccola
5543,23,21,Tomato
5544,24,0,Banana
5545,92,0,Banana
5546,26,0,Banana
5546,26,5,Pineapple
5546,26,10,Ham
5546,26,12,Pizza Kit
5546,26,13,Pizza Cheese
5546,26,3,Corn
5546,26,6,Taco Spice Mix
5546,26,18,Taco Tubs
5546,26,9,Minced Meat
5547,11,5,Pineapple
5547,11,12,Pizza Kit
5547,11,13,Pizza Cheese
5548,77,0,Banana
5548,77,10,Ham
5548,77,12,Pizza Kit
5548,77,13,Pizza Cheese
5548,77,28,Squid
5549,47,0,Banana
5550,79,0,Banana
5550,79,5,Pineapple
5550,79,10,Ham
5550,79,13,Pizza Cheese
5550,79,1,Onion
5550,79,3,Corn
5550,79,6,Taco Spice Mix
5550,79,8,Taco Salsa
5550,79,9,Minced Meat
5551,54,0,Banana
5551,54,3,Corn
5551,54,6,Taco Spice Mix
5551,54,8,Taco Salsa
5551,54,9,Minced Meat
5551,54,28,Squid
5551,54,29,Crab stick
5552,97,0,Banana
5553,87,27,Mushroom
5554,70,0,Banana
5555,59,0,Banana
5556,9,0,Banana
5557,48,0,Banana
5557,48,22,Chicken
5557,48,24,Lettuce
5558,52,0,Banana
5559,54,0,Banana
5559,54,16,Apple
5559,54,5,Pineapple
5559,54,10,Ham
5559,54,12,Pizza Kit
5559,54,13,Pizza Cheese
5559,54,1,Onion
5559,54,7,Taco Shell
5559,54,8,Taco Salsa
5559,54,9,Minced Meat
5559,54,4,Olives
5559,54,19,Feta
5559,54,20,Ruccola
5559,54,21,Tomato
5560,6,0,Banana
5560,6,16,Apple
5560,6,4,Olives
5560,6,10,Ham
5560,6,14,Parmesan
5561,90,0,Banana
5561,90,16,Apple
5562,65,0,Banana
5563,3,0,Banana
5563,3,4,Olives
5563,3,10,Ham
5563,3,12,Pizza Kit
5563,3,15,Mozarella
5563,3,1,Onion
5563,3,3,Corn
5563,3,17,Taco Tortilla
5563,3,8,Taco Salsa
5563,3,9,Minced Meat
5564,72,0,Banana
5564,72,4,Olives
5564,72,10,Ham
5564,72,12,Pizza Kit
5564,72,14,Parmesan
5564,72,15,Mozarella
5565,58,0,Banana
5566,95,0,Banana
5566,95,25,Penne
5566,95,26,Entrecote
5566,95,27,Mushroom
5567,74,0,Banana
5567,74,5,Pineapple
5567,74,10,Ham
5567,74,13,Pizza Cheese
5568,77,0,Banana
5568,77,16,Apple
5569,63,0,Banana
5570,99,0,Banana
5570,99,10,Ham
5570,99,11,Prosciutto
5570,99,12,Pizza Kit
5570,99,14,Parmesan
5570,99,15,Mozarella
5570,99,22,Chicken
5571,84,0,Banana
5571,84,3,Corn
5571,84,6,Taco Spice Mix
5571,84,7,Taco Shell
5571,84,8,Taco Salsa
5571,84,9,Minced Meat
5572,41,0,Banana
5572,41,5,Pineapple
5572,41,10,Ham
5572,41,13,Pizza Cheese
5572,41,23,Croutons
5574,10,0,Banana
5575,54,0,Banana
5576,14,0,Banana
5576,14,5,Pineapple
5576,14,12,Pizza Kit
5576,14,13,Pizza Cheese
5576,14,4,Olives
5576,14,19,Feta
5576,14,21,Tomato
5576,14,25,Penne
5576,14,26,Entrecote
5577,48,0,Banana
5577,48,5,Pineapple
5577,48,10,Ham
5577,48,13,Pizza Cheese
5577,48,15,Mozarella
5578,21,0,Banana
5578,21,16,Apple
5579,46,0,Banana
5579,46,16,Apple
5579,46,1,Onion
5579,46,3,Corn
5579,46,6,Taco Spice Mix
5579,46,7,Taco Shell
5579,46,8,Taco Salsa
5579,46,9,Minced Meat
5580,74,23,Croutons
5580,74,24,Lettuce
5581,18,0,Banana
5581,18,22,Chicken
5581,18,23,Croutons
5581,18,24,Lettuce
5581,18,28,Squid
5581,18,29,Crab stick
5582,95,0,Banana
5583,1,0,Banana
5584,40,0,Banana
5585,87,0,Banana
5586,41,0,Banana
5586,41,22,Chicken
5586,41,23,Croutons
5586,41,24,Lettuce
5587,25,0,Banana
5587,25,16,Apple
5588,25,0,Banana
5589,78,0,Banana
5589,78,4,Olives
5589,78,11,Prosciutto
5589,78,12,Pizza Kit
5590,76,3,Corn
5590,76,6,Taco Spice Mix
5590,76,18,Taco Tubs
5590,76,8,Taco Salsa
5590,76,9,Minced Meat
5591,74,0,Banana
5591,74,22,Chicken
5591,74,23,Croutons
5593,98,0,Banana
5593,98,4,Olives
5593,98,10,Ham
5593,98,11,Prosciutto
5593,98,14,Parmesan
5593,98,28,Squid
5593,98,29,Crab stick
5593,98,30,Shrimp
5594,40,0,Banana
5594,40,4,Olives
5594,40,14,Parmesan
5595,35,0,Banana
5596,70,0,Banana
5596,70,3,Corn
5596,70,6,Taco Spice Mix
5596,70,7,Taco Shell
5596,70,8,Taco Salsa
5597,46,0,Banana
5598,43,0,Banana
5598,43,22,Chicken
5598,43,23,Croutons
5598,43,24,Lettuce
5599,30,0,Banana
5599,30,22,Chicken
5599,30,23,Croutons
5599,30,24,Lettuce
5600,30,22,Chicken
5600,30,23,Croutons
5600,30,24,Lettuce
5601,43,0,Banana
5601,43,22,Chicken
5601,43,23,Croutons
5601,43,25,Penne
5602,23,0,Banana
5602,23,5,Pineapple
5602,23,10,Ham
5602,23,12,Pizza Kit
5602,23,13,Pizza Cheese
5602,23,28,Squid
5602,23,29,Crab stick
5602,23,30,Shrimp
5603,99,4,Olives
5603,99,11,Prosciutto
5603,99,12,Pizza Kit
5603,99,14,Parmesan
5603,99,29,Crab stick
5604,30,25,Penne
5604,30,26,Entrecote
5605,34,0,Banana
5605,34,16,Apple
5605,34,11,Prosciutto
5605,34,12,Pizza Kit
5605,34,14,Parmesan
5605,34,28,Squid
5606,41,0,Banana
5606,41,5,Pineapple
5606,41,10,Ham
5606,41,13,Pizza Cheese
5606,41,15,Mozarella
5606,41,29,Crab stick
5606,41,30,Shrimp
5607,2,0,Banana
5607,2,16,Apple
5607,2,22,Chicken
5607,2,23,Croutons
5607,2,24,Lettuce
5608,16,0,Banana
5609,64,3,Corn
5609,64,18,Taco Tubs
5609,64,9,Minced Meat
5610,14,28,Squid
5610,14,30,Shrimp
5612,18,0,Banana
5612,18,11,Prosciutto
5612,18,12,Pizza Kit
5612,18,14,Parmesan
5612,18,30,Shrimp
5613,15,0,Banana
5614,18,0,Banana
5614,18,4,Olives
5614,18,20,Ruccola
5614,18,21,Tomato
5614,18,25,Penne
5614,18,27,Mushroom
5615,4,19,Feta
5615,4,20,Ruccola
5615,4,21,Tomato
5615,4,25,Penne
5615,4,26,Entrecote
5615,4,27,Mushroom
5616,18,0,Banana
5616,18,6,Taco Spice Mix
5616,18,18,Taco Tubs
5616,18,8,Taco Salsa
5616,18,9,Minced Meat
5616,18,26,Entrecote
5617,94,0,Banana
5617,94,4,Olives
5617,94,10,Ham
5617,94,12,Pizza Kit
5617,94,14,Parmesan
5617,94,15,Mozarella
5618,58,0,Banana
5619,15,0,Banana
5619,15,16,Apple
5620,52,0,Banana
5621,3,14,Parmesan
5622,4,0,Banana
5623,82,0,Banana
5623,82,4,Olives
5624,93,0,Banana
5624,93,29,Crab stick
5625,87,0,Banana
5625,87,22,Chicken
5625,87,23,Croutons
5627,60,0,Banana
5627,60,10,Ham
5627,60,12,Pizza Kit
5627,60,13,Pizza Cheese
5627,60,15,Mozarella
5627,60,22,Chicken
5627,60,23,Croutons
5627,60,28,Squid
5627,60,30,Shrimp
5628,62,0,Banana
5629,15,0,Banana
5630,41,0,Banana
5630,41,1,Onion
5630,41,3,Corn
5630,41,6,Taco Spice Mix
5630,41,17,Taco Tortilla
5630,41,8,Taco Salsa
5630,41,9,Minced Meat
5632,40,0,Banana
5633,12,0,Banana
5633,12,25,Penne
5633,12,26,Entrecote
5633,12,27,Mushroom
5634,9,0,Banana
5634,9,11,Prosciutto
5634,9,12,Pizza Kit
5634,9,14,Parmesan
5634,9,3,Corn
5634,9,17,Taco Tortilla
5634,9,9,Minced Meat
5635,13,0,Banana
5635,13,29,Crab stick
5635,13,30,Shrimp
5636,82,0,Banana
5636,82,4,Olives
5636,82,11,Prosciutto
5636,82,12,Pizza Kit
5638,68,0,Banana
5638,68,5,Pineapple
5638,68,13,Pizza Cheese
5639,97,0,Banana
5639,97,5,Pineapple
5639,97,10,Ham
5639,97,12,Pizza Kit
5639,97,15,Mozarella
5639,97,3,Corn
5639,97,6,Taco Spice Mix
5639,97,17,Taco Tortilla
5639,97,8,Taco Salsa
5640,32,0,Banana
5640,32,16,Apple
5640,32,25,Penne
5640,32,26,Entrecote
5641,44,0,Banana
5642,72,0,Banana
5642,72,25,Penne
5642,72,26,Entrecote
5642,72,27,Mushroom
5643,75,0,Banana
5644,84,0,Banana
5644,84,28,Squid
5644,84,29,Crab stick
5644,84,30,Shrimp
5646,19,0,Banana
5646,19,4,Olives
5646,19,20,Ruccola
5646,19,21,Tomato
5647,82,0,Banana
5647,82,1,Onion
5647,82,3,Corn
5647,82,6,Taco Spice Mix
5647,82,8,Taco Salsa
5649,59,0,Banana
5649,59,22,Chicken
5649,59,25,Penne
5649,59,27,Mushroom
5650,47,0,Banana
5650,47,4,Olives
5650,47,20,Ruccola
5651,14,0,Banana
5651,14,16,Apple
5652,11,0,Banana
5652,11,10,Ham
5652,11,12,Pizza Kit
5652,11,14,Parmesan
5652,11,15,Mozarella
5652,11,3,Corn
5652,11,17,Taco Tortilla
5652,11,8,Taco Salsa
5653,27,0,Banana
5653,27,28,Squid
5654,43,0,Banana
5655,99,0,Banana
5655,99,5,Pineapple
5655,99,13,Pizza Cheese
5655,99,15,Mozarella
5655,99,25,Penne
5655,99,26,Entrecote
5655,99,27,Mushroom
5656,87,0,Banana
5657,1,0,Banana
5657,1,10,Ham
5657,1,11,Prosciutto
5657,1,12,Pizza Kit
5657,1,14,Parmesan
5657,1,3,Corn
5657,1,17,Taco Tortilla
5657,1,8,Taco Salsa
5657,1,4,Olives
5657,1,20,Ruccola
5658,84,16,Apple
5658,84,29,Crab stick
5658,84,30,Shrimp
5659,79,0,Banana
5659,79,19,Feta
5659,79,21,Tomato
5660,57,0,Banana
5660,57,22,Chicken
5660,57,23,Croutons
5660,57,25,Penne
5660,57,26,Entrecote
5661,44,0,Banana
5661,44,16,Apple
5662,74,5,Pineapple
5662,74,10,Ham
5662,74,13,Pizza Cheese
5662,74,1,Onion
5662,74,18,Taco Tubs
5662,74,8,Taco Salsa
5662,74,9,Minced Meat
5663,2,23,Croutons
5663,2,24,Lettuce
5664,37,0,Banana
5664,37,5,Pineapple
5664,37,10,Ham
5664,37,13,Pizza Cheese
5664,37,28,Squid
5664,37,29,Crab stick
5664,37,30,Shrimp
5665,43,0,Banana
5665,43,1,Onion
5665,43,3,Corn
5665,43,6,Taco Spice Mix
5665,43,8,Taco Salsa
5665,43,9,Minced Meat
5665,43,27,Mushroom
5666,10,0,Banana
5666,10,19,Feta
5666,10,20,Ruccola
5666,10,21,Tomato
5667,62,0,Banana
5668,9,0,Banana
5668,9,4,Olives
5668,9,19,Feta
5668,9,20,Ruccola
5669,88,0,Banana
5670,39,0,Banana
5670,39,4,Olives
5670,39,10,Ham
5670,39,11,Prosciutto
5670,39,12,Pizza Kit
5670,39,14,Parmesan
5670,39,3,Corn
5670,39,17,Taco Tortilla
5670,39,8,Taco Salsa
5670,39,22,Chicken
5670,39,23,Croutons
5671,25,0,Banana
5671,25,16,Apple
5672,6,0,Banana
5672,6,4,Olives
5672,6,12,Pizza Kit
5672,6,15,Mozarella
5673,62,0,Banana
5673,62,5,Pineapple
5673,62,10,Ham
5673,62,12,Pizza Kit
5673,62,13,Pizza Cheese
5674,98,0,Banana
5675,56,0,Banana
5675,56,16,Apple
5676,38,0,Banana
5676,38,28,Squid
5676,38,29,Crab stick
5676,38,30,Shrimp
5677,50,0,Banana
5677,50,5,Pineapple
5677,50,10,Ham
5677,50,12,Pizza Kit
5677,50,13,Pizza Cheese
5678,56,0,Banana
5679,97,0,Banana
5680,37,0,Banana
5680,37,23,Croutons
5680,37,24,Lettuce
5681,27,0,Banana
5681,27,3,Corn
5681,27,17,Taco Tortilla
5681,27,8,Taco Salsa
5681,27,9,Minced Meat
5681,27,4,Olives
5681,27,20,Ruccola
5681,27,21,Tomato
5682,97,0,Banana
5682,97,5,Pineapple
5682,97,10,Ham
5682,97,13,Pizza Cheese
5683,52,0,Banana
5683,52,27,Mushroom
5684,65,0,Banana
5684,65,22,Chicken
5684,65,23,Croutons
5684,65,24,Lettuce
5685,91,0,Banana
5685,91,16,Apple
5685,91,3,Corn
5685,91,6,Taco Spice Mix
5685,91,17,Taco Tortilla
5685,91,8,Taco Salsa
5685,91,9,Minced Meat
5685,91,20,Ruccola
5685,91,21,Tomato
5686,83,24,Lettuce
5687,58,0,Banana
5687,58,22,Chicken
5687,58,23,Croutons
5687,58,24,Lettuce
5687,58,27,Mushroom
5688,37,0,Banana
5688,37,16,Apple
5688,37,4,Olives
5688,37,19,Feta
5688,37,20,Ruccola
5688,37,21,Tomato
5689,11,0,Banana
5689,11,30,Shrimp
5690,91,28,Squid
5690,91,29,Crab stick
5691,95,0,Banana
5691,95,22,Chicken
5691,95,23,Croutons
5691,95,29,Crab stick
5691,95,30,Shrimp
5692,75,0,Banana
5692,75,22,Chicken
5692,75,23,Croutons
5692,75,24,Lettuce
5693,30,16,Apple
5693,30,3,Corn
5693,30,6,Taco Spice Mix
5693,30,7,Taco Shell
5693,30,8,Taco Salsa
5693,30,9,Minced Meat
5694,24,0,Banana
5694,24,5,Pineapple
5694,24,12,Pizza Kit
5694,24,15,Mozarella
5695,6,0,Banana
5695,6,25,Penne
5695,6,27,Mushroom
5696,59,16,Apple
5697,85,0,Banana
5697,85,28,Squid
5697,85,29,Crab stick
5697,85,30,Shrimp
5698,5,0,Banana
5698,5,26,Entrecote
5699,91,0,Banana
5699,91,5,Pineapple
5699,91,13,Pizza Cheese
5699,91,28,Squid
5699,91,29,Crab stick
5701,43,0,Banana
5703,28,0,Banana
5703,28,4,Olives
5703,28,11,Prosciutto
5703,28,12,Pizza Kit
5703,28,14,Parmesan
5704,7,0,Banana
5704,7,5,Pineapple
5704,7,10,Ham
5704,7,12,Pizza Kit
5704,7,13,Pizza Cheese
5704,7,15,Mozarella
5705,56,0,Banana
5705,56,19,Feta
5705,56,20,Ruccola
5706,78,3,Corn
5706,78,6,Taco Spice Mix
5706,78,7,Taco Shell
5706,78,8,Taco Salsa
5707,15,0,Banana
5707,15,16,Apple
5708,62,0,Banana
5709,30,0,Banana
5709,30,3,Corn
5709,30,6,Taco Spice Mix
5709,30,18,Taco Tubs
5709,30,8,Taco Salsa
5709,30,9,Minced Meat
5710,26,0,Banana
5711,36,0,Banana
5711,36,16,Apple
5712,47,0,Banana
5712,47,16,Apple
5712,47,30,Shrimp
5713,7,0,Banana
5713,7,16,Apple
5714,93,0,Banana
5714,93,5,Pineapple
5714,93,12,Pizza Kit
5714,93,13,Pizza Cheese
5714,93,25,Penne
5714,93,26,Entrecote
5717,46,0,Banana
5717,46,27,Mushroom
5719,49,0,Banana
5719,49,4,Olives
5719,49,20,Ruccola
5719,49,21,Tomato
5720,40,0,Banana
5720,40,16,Apple
5721,70,0,Banana
5721,70,22,Chicken
5721,70,23,Croutons
5721,70,24,Lettuce
5722,71,0,Banana
5722,71,10,Ham
5722,71,11,Prosciutto
5722,71,14,Parmesan
5722,71,15,Mozarella
5723,37,0,Banana
5723,37,22,Chicken
5723,37,23,Croutons
5723,37,24,Lettuce
5725,22,0,Banana
5726,13,0,Banana
5726,13,4,Olives
5726,13,19,Feta
5726,13,20,Ruccola
5726,13,21,Tomato
5727,55,0,Banana
5727,55,4,Olives
5727,55,10,Ham
5727,55,11,Prosciutto
5727,55,12,Pizza Kit
5728,4,0,Banana
5729,56,0,Banana
5729,56,5,Pineapple
5729,56,10,Ham
5729,56,12,Pizza Kit
5729,56,22,Chicken
5729,56,24,Lettuce
5729,56,30,Shrimp
5730,41,0,Banana
5731,47,0,Banana
5731,47,5,Pineapple
5731,47,10,Ham
5731,47,12,Pizza Kit
5731,47,13,Pizza Cheese
5733,86,0,Banana
5733,86,11,Prosciutto
5733,86,14,Parmesan
5734,12,0,Banana
5735,38,0,Banana
5735,38,5,Pineapple
5735,38,10,Ham
5735,38,12,Pizza Kit
5736,40,0,Banana
5736,40,23,Croutons
5737,6,0,Banana
5738,42,0,Banana
5739,7,28,Squid
5739,7,29,Crab stick
5740,52,28,Squid
5740,52,30,Shrimp
5741,75,0,Banana
5741,75,12,Pizza Kit
5741,75,14,Parmesan
5742,61,0,Banana
5743,83,0,Banana
5744,49,0,Banana
5746,9,0,Banana
5746,9,5,Pineapple
5746,9,10,Ham
5746,9,12,Pizza Kit
5746,9,13,Pizza Cheese
5747,94,0,Banana
5748,94,16,Apple
5749,35,0,Banana
5750,62,27,Mushroom
5751,94,0,Banana
5752,9,0,Banana
5752,9,16,Apple
5752,9,23,Croutons
5752,9,24,Lettuce
5753,5,0,Banana
5755,9,0,Banana
5755,9,16,Apple
5755,9,5,Pineapple
5755,9,13,Pizza Cheese
5755,9,28,Squid
5756,2,16,Apple
5757,48,0,Banana
5758,58,0,Banana
5758,58,28,Squid
5759,79,0,Banana
5759,79,5,Pineapple
5759,79,12,Pizza Kit
5759,79,13,Pizza Cheese
5759,79,15,Mozarella
5761,28,0,Banana
5761,28,25,Penne
5762,28,4,Olives
5762,28,10,Ham
5762,28,12,Pizza Kit
5762,28,14,Parmesan
5762,28,15,Mozarella
5762,28,19,Feta
5762,28,20,Ruccola
5762,28,21,Tomato
5763,79,25,Penne
5763,79,26,Entrecote
5763,79,27,Mushroom
5764,18,0,Banana
5765,28,0,Banana
5765,28,16,Apple
5765,28,11,Prosciutto
5765,28,14,Parmesan
5766,5,0,Banana
5766,5,29,Crab stick
5766,5,30,Shrimp
5767,96,0,Banana
5768,80,0,Banana
5768,80,16,Apple
5769,11,0,Banana
5769,11,5,Pineapple
5769,11,10,Ham
5769,11,13,Pizza Cheese
5770,48,20,Ruccola
5770,48,21,Tomato
5771,35,0,Banana
5771,35,22,Chicken
5771,35,23,Croutons
5771,35,24,Lettuce
5772,27,0,Banana
5773,67,1,Onion
5773,67,3,Corn
5773,67,17,Taco Tortilla
5773,67,9,Minced Meat
5774,84,0,Banana
5774,84,16,Apple
5774,84,28,Squid
5774,84,29,Crab stick
5775,63,0,Banana
5776,97,0,Banana
5777,83,0,Banana
5777,83,5,Pineapple
5777,83,10,Ham
5777,83,12,Pizza Kit
5777,83,13,Pizza Cheese
5778,6,0,Banana
5778,6,25,Penne
5778,6,26,Entrecote
5778,6,27,Mushroom
5779,94,0,Banana
5780,1,22,Chicken
5782,73,28,Squid
5782,73,29,Crab stick
5782,73,30,Shrimp
5783,33,0,Banana
5784,49,0,Banana
5784,49,16,Apple
5785,2,0,Banana
5785,2,16,Apple
5785,2,4,Olives
5785,2,11,Prosciutto
5785,2,12,Pizza Kit
5785,2,14,Parmesan
5785,2,1,Onion
5785,2,3,Corn
5785,2,6,Taco Spice Mix
5785,2,8,Taco Salsa
5785,2,29,Crab stick
5785,2,30,Shrimp
5786,47,0,Banana
5786,47,22,Chicken
5786,47,23,Croutons
5786,47,24,Lettuce
5786,47,28,Squid
5787,50,0,Banana
5787,50,16,Apple
5788,21,0,Banana
5789,2,0,Banana
5790,14,0,Banana
5790,14,10,Ham
5790,14,13,Pizza Cheese
5790,14,23,Croutons
5790,14,24,Lettuce
5791,58,0,Banana
5791,58,5,Pineapple
5791,58,10,Ham
5791,58,12,Pizza Kit
5791,58,13,Pizza Cheese
5792,91,0,Banana
5792,91,4,Olives
5792,91,10,Ham
5792,91,11,Prosciutto
5792,91,14,Parmesan
5793,73,0,Banana
5794,25,0,Banana
5795,42,0,Banana
5795,42,4,Olives
5795,42,19,Feta
5796,33,0,Banana
5797,26,0,Banana
5798,55,0,Banana
5798,55,1,Onion
5798,55,3,Corn
5798,55,6,Taco Spice Mix
5798,55,8,Taco Salsa
5798,55,9,Minced Meat
5799,53,0,Banana
5799,53,25,Penne
5799,53,26,Entrecote
5800,38,0,Banana
5800,38,10,Ham
5800,38,13,Pizza Cheese
5800,38,3,Corn
5800,38,6,Taco Spice Mix
5800,38,7,Taco Shell
5801,88,0,Banana
5801,88,22,Chicken
5802,88,0,Banana
5803,83,0,Banana
5806,37,0,Banana
5806,37,16,Apple
5806,37,26,Entrecote
5806,37,27,Mushroom
5807,12,1,Onion
5807,12,3,Corn
5807,12,6,Taco Spice Mix
5807,12,7,Taco Shell
5807,12,8,Taco Salsa
5808,82,0,Banana
5808,82,16,Apple
5808,82,3,Corn
5808,82,6,Taco Spice Mix
5808,82,7,Taco Shell
5808,82,8,Taco Salsa
5808,82,9,Minced Meat
5809,15,0,Banana
5809,15,5,Pineapple
5809,15,10,Ham
5809,15,12,Pizza Kit
5809,15,13,Pizza Cheese
5809,15,15,Mozarella
5810,5,0,Banana
5811,69,0,Banana
5812,4,0,Banana
5813,24,0,Banana
5813,24,16,Apple
5813,24,1,Onion
5813,24,6,Taco Spice Mix
5813,24,18,Taco Tubs
5816,90,0,Banana
5816,90,4,Olives
5816,90,19,Feta
5816,90,21,Tomato
5816,90,29,Crab stick
5816,90,30,Shrimp
5817,39,0,Banana
5818,13,22,Chicken
5818,13,23,Croutons
5818,13,24,Lettuce
5819,81,0,Banana
5821,63,0,Banana
5821,63,4,Olives
5821,63,10,Ham
5821,63,11,Prosciutto
5821,63,12,Pizza Kit
5821,63,14,Parmesan
5821,63,15,Mozarella
5822,99,16,Apple
5822,99,0,Banana
5822,99,5,Pineapple
5822,99,10,Ham
5822,99,12,Pizza Kit
5822,99,13,Pizza Cheese
5823,41,0,Banana
5823,41,1,Onion
5823,41,3,Corn
5823,41,17,Taco Tortilla
5824,80,0,Banana
5825,54,0,Banana
5825,54,16,Apple
5825,54,5,Pineapple
5825,54,10,Ham
5825,54,13,Pizza Cheese
5825,54,1,Onion
5825,54,3,Corn
5825,54,6,Taco Spice Mix
5825,54,18,Taco Tubs
5825,54,8,Taco Salsa
5825,54,9,Minced Meat
5826,26,0,Banana
5826,26,4,Olives
5826,26,12,Pizza Kit
5826,26,14,Parmesan
5826,26,1,Onion
5826,26,3,Corn
5826,26,6,Taco Spice Mix
5826,26,18,Taco Tubs
5826,26,8,Taco Salsa
5826,26,9,Minced Meat
5827,9,0,Banana
5827,9,24,Lettuce
5827,9,28,Squid
5827,9,30,Shrimp
5829,80,22,Chicken
5829,80,23,Croutons
5830,98,0,Banana
5830,98,16,Apple
5830,98,1,Onion
5830,98,3,Corn
5830,98,6,Taco Spice Mix
5830,98,18,Taco Tubs
5830,98,8,Taco Salsa
5831,28,0,Banana
5832,86,0,Banana
5833,87,0,Banana
5833,87,4,Olives
5833,87,19,Feta
5834,48,24,Lettuce
5835,53,0,Banana
5835,53,29,Crab stick
5836,56,11,Prosciutto
5836,56,12,Pizza Kit
5836,56,14,Parmesan
5836,56,15,Mozarella
5837,64,0,Banana
5838,26,0,Banana
5838,26,26,Entrecote
5838,26,27,Mushroom
5839,62,0,Banana
5840,82,0,Banana
5841,5,0,Banana
5841,5,26,Entrecote
5842,55,4,Olives
5842,55,19,Feta
5842,55,20,Ruccola
5843,63,0,Banana
5843,63,5,Pineapple
5843,63,12,Pizza Kit
5843,63,13,Pizza Cheese
5843,63,15,Mozarella
5843,63,28,Squid
5843,63,29,Crab stick
5843,63,30,Shrimp
5844,81,3,Corn
5844,81,9,Minced Meat
5844,81,4,Olives
5844,81,19,Feta
5844,81,21,Tomato
5845,2,0,Banana
5846,28,0,Banana
5846,28,29,Crab stick
5846,28,30,Shrimp
5847,98,0,Banana
5847,98,25,Penne
5848,48,0,Banana
5848,48,28,Squid
5848,48,29,Crab stick
5848,48,30,Shrimp
5849,12,0,Banana
5849,12,29,Crab stick
5850,96,0,Banana
5850,96,16,Apple
5850,96,28,Squid
5850,96,30,Shrimp
5851,66,27,Mushroom
5852,1,0,Banana
5852,1,27,Mushroom
5853,50,0,Banana
5853,50,23,Croutons
5853,50,24,Lettuce
5854,86,0,Banana
5855,41,0,Banana
5855,41,21,Tomato
5855,41,28,Squid
5855,41,30,Shrimp
5856,98,0,Banana
5857,31,0,Banana
5857,31,11,Prosciutto
5857,31,12,Pizza Kit
5857,31,25,Penne
5857,31,26,Entrecote
5858,90,0,Banana
5858,90,4,Olives
5858,90,12,Pizza Kit
5858,90,14,Parmesan
5859,70,0,Banana
5860,44,0,Banana
5860,44,4,Olives
5860,44,20,Ruccola
5860,44,21,Tomato
5860,44,29,Crab stick
5860,44,30,Shrimp
5861,84,0,Banana
5861,84,26,Entrecote
5861,84,27,Mushroom
5862,51,22,Chicken
5862,51,23,Croutons
5862,51,24,Lettuce
5863,46,0,Banana
5863,46,16,Apple
5863,46,22,Chicken
5863,46,23,Croutons
5863,46,24,Lettuce
5863,46,28,Squid
5863,46,30,Shrimp
5864,61,0,Banana
5864,61,25,Penne
5864,61,26,Entrecote
5864,61,27,Mushroom
5865,22,0,Banana
5866,46,0,Banana
5866,46,28,Squid
5866,46,30,Shrimp
5867,27,19,Feta
5867,27,21,Tomato
5867,27,25,Penne
5868,50,0,Banana
5869,25,0,Banana
5869,25,12,Pizza Kit
5869,25,13,Pizza Cheese
5870,77,0,Banana
5871,2,0,Banana
5871,2,10,Ham
5871,2,12,Pizza Kit
5871,2,13,Pizza Cheese
5871,2,15,Mozarella
5871,2,4,Olives
5871,2,19,Feta
5871,2,20,Ruccola
5871,2,25,Penne
5871,2,26,Entrecote
5872,5,0,Banana
5873,13,0,Banana
5873,13,4,Olives
5873,13,20,Ruccola
5874,62,28,Squid
5874,62,29,Crab stick
5874,62,30,Shrimp
5875,73,0,Banana
5875,73,6,Taco Spice Mix
5875,73,17,Taco Tortilla
5875,73,8,Taco Salsa
5875,73,9,Minced Meat
5876,23,0,Banana
5876,23,5,Pineapple
5876,23,10,Ham
5876,23,12,Pizza Kit
5876,23,13,Pizza Cheese
5876,23,1,Onion
5876,23,3,Corn
5876,23,17,Taco Tortilla
5876,23,8,Taco Salsa
5876,23,9,Minced Meat
5877,41,0,Banana
5877,41,11,Prosciutto
5877,41,12,Pizza Kit
5877,41,14,Parmesan
5878,45,0,Banana
5879,69,0,Banana
5879,69,10,Ham
5879,69,12,Pizza Kit
5879,69,14,Parmesan
5880,12,0,Banana
5881,64,0,Banana
5882,69,16,Apple
5882,69,20,Ruccola
5882,69,25,Penne
5882,69,26,Entrecote
5882,69,27,Mushroom
5883,47,0,Banana
